                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.2017,                0.65172,                0.98596,                0.82377,                0.60338,                0.67023,                0.39417,                 1.2368,                0.61507,                0.99391,               0.004951,               0.004951,               0.004951
                    156,                 1.1925,                 0.6464,                0.98313,                0.82486,                0.60135,                0.67036,                0.39479,                 1.2365,                 0.6145,                0.99376,               0.004918,               0.004918,               0.004918
                    157,                 1.1933,                0.64416,                0.98255,                0.82394,                0.60166,                0.67049,                 0.3944,                 1.2363,                0.61412,                0.99375,               0.004885,               0.004885,               0.004885
                    158,                 1.1934,                0.64712,                0.98383,                0.82245,                0.60339,                0.67096,                0.39452,                 1.2359,                0.61422,                0.99353,               0.004852,               0.004852,               0.004852
                    159,                 1.1954,                0.64682,                0.98417,                0.81744,                0.60605,                0.67103,                0.39512,                 1.2357,                0.61397,                0.99349,               0.004819,               0.004819,               0.004819
                    160,                 1.1883,                0.64422,                0.98071,                0.81865,                0.60634,                0.67106,                0.39524,                 1.2356,                0.61369,                0.99338,               0.004786,               0.004786,               0.004786
                    161,                 1.1914,                0.64584,                0.98325,                0.81755,                0.60768,                0.67206,                0.39559,                 1.2354,                0.61379,                0.99329,               0.004753,               0.004753,               0.004753
                    162,                 1.1913,                0.64494,                 0.9819,                0.82071,                0.60675,                0.67149,                0.39524,                 1.2351,                0.61353,                0.99319,                0.00472,                0.00472,                0.00472
                    163,                 1.1914,                0.64402,                0.97998,                0.82698,                0.60148,                0.67121,                0.39505,                 1.2349,                0.61339,                 0.9931,               0.004687,               0.004687,               0.004687
                    164,                 1.1865,                0.63937,                 0.9811,                0.82705,                0.60292,                0.67129,                 0.3951,                 1.2346,                0.61327,                0.99295,               0.004654,               0.004654,               0.004654
                    165,                 1.1873,                0.64191,                0.98127,                0.82584,                0.60384,                0.67146,                0.39428,                 1.2342,                 0.6128,                0.99282,               0.004621,               0.004621,               0.004621
                    166,                 1.1919,                0.64329,                 0.9792,                0.82475,                 0.6048,                0.67139,                0.39539,                  1.234,                0.61266,                0.99269,               0.004588,               0.004588,               0.004588
                    167,                 1.1859,                 0.6369,                0.98092,                0.82351,                0.60502,                 0.6793,                0.39746,                 1.2337,                0.61256,                0.99262,               0.004555,               0.004555,               0.004555
                    168,                 1.1872,                0.64086,                0.98098,                0.82398,                0.60526,                0.70192,                0.40445,                 1.2333,                0.61234,                0.99247,               0.004522,               0.004522,               0.004522
                    169,                 1.1885,                0.64162,                0.97937,                0.82366,                 0.6057,                0.70259,                0.40477,                 1.2332,                0.61213,                0.99249,               0.004489,               0.004489,               0.004489
                    170,                 1.1822,                0.63948,                0.97902,                0.82366,                0.60599,                0.70232,                0.40467,                 1.2331,                0.61181,                0.99235,               0.004456,               0.004456,               0.004456
                    171,                 1.1866,                0.63865,                0.97974,                0.82348,                0.60686,                0.70313,                0.40478,                 1.2326,                 0.6115,                0.99223,               0.004423,               0.004423,               0.004423
                    172,                 1.1787,                0.63326,                0.97823,                0.82281,                0.60695,                0.70307,                0.40497,                 1.2322,                0.61102,                0.99203,                0.00439,                0.00439,                0.00439
                    173,                  1.182,                0.63612,                0.97682,                 0.8209,                0.60842,                0.70349,                 0.4055,                 1.2318,                0.61048,                0.99183,               0.004357,               0.004357,               0.004357
                    174,                 1.1801,                0.63481,                0.97653,                0.82378,                0.60678,                 0.7032,                0.40503,                 1.2317,                0.61022,                0.99176,               0.004324,               0.004324,               0.004324
                    175,                 1.1803,                 0.6331,                0.97711,                0.82686,                0.60399,                  0.704,                0.40586,                 1.2315,                0.60995,                0.99165,               0.004291,               0.004291,               0.004291
                    176,                 1.1797,                0.63254,                0.97792,                0.82775,                 0.6044,                0.70475,                0.40489,                 1.2313,                0.60987,                 0.9915,               0.004258,               0.004258,               0.004258
                    177,                 1.1739,                0.63148,                 0.9766,                0.83251,                0.60148,                0.70555,                0.40587,                 1.2308,                0.60943,                0.99143,               0.004225,               0.004225,               0.004225
                    178,                 1.1718,                0.63011,                 0.9763,                0.83459,                 0.6017,                0.70577,                0.40616,                 1.2304,                0.60939,                0.99125,               0.004192,               0.004192,               0.004192
                    179,                 1.1767,                 0.6319,                0.97682,                0.83233,                0.60228,                0.70634,                0.40605,                 1.2306,                0.60939,                0.99122,               0.004159,               0.004159,               0.004159
                    180,                 1.1776,                 0.6325,                0.97461,                0.84066,                0.59976,                0.70635,                0.40686,                 1.2301,                0.60907,                0.99108,               0.004126,               0.004126,               0.004126
                    181,                 1.1719,                0.62915,                0.97585,                 0.8413,                0.59964,                0.70667,                0.40736,                 1.2296,                0.60866,                0.99088,               0.004093,               0.004093,               0.004093
                    182,                 1.1689,                0.62749,                0.97419,                0.84167,                0.59951,                0.70732,                0.40749,                  1.229,                0.60811,                0.99066,                0.00406,                0.00406,                0.00406
                    183,                 1.1739,                0.62811,                0.97477,                0.84079,                0.59967,                0.70637,                 0.4072,                 1.2288,                0.60803,                 0.9906,               0.004027,               0.004027,               0.004027
                    184,                 1.1691,                0.62615,                0.97322,                0.84156,                0.60033,                0.70702,                0.40765,                 1.2285,                0.60752,                0.99049,               0.003994,               0.003994,               0.003994
                    185,                 1.1715,                0.62665,                0.97391,                0.83995,                0.60119,                 0.7063,                0.40776,                  1.228,                  0.607,                0.99023,               0.003961,               0.003961,               0.003961
                    186,                 1.1635,                0.62615,                0.97165,                0.83024,                0.60642,                0.70684,                0.40806,                 1.2275,                0.60695,                0.99004,               0.003928,               0.003928,               0.003928
                    187,                 1.1679,                0.62682,                 0.9738,                0.83894,                0.60184,                 0.7072,                0.40792,                 1.2275,                0.60658,                0.98994,               0.003895,               0.003895,               0.003895
                    188,                 1.1668,                0.62801,                 0.9737,                0.83264,                0.60422,                0.70662,                0.40786,                 1.2272,                0.60615,                0.98989,               0.003862,               0.003862,               0.003862
                    189,                 1.1698,                0.62605,                 0.9742,                0.83821,                0.60075,                0.70603,                0.40784,                 1.2269,                0.60586,                0.98975,               0.003829,               0.003829,               0.003829
                    190,                 1.1614,                0.62126,                0.97293,                0.83782,                0.60178,                0.70686,                0.40833,                 1.2268,                0.60573,                0.98977,               0.003796,               0.003796,               0.003796
                    191,                 1.1649,                0.62294,                 0.9739,                 0.8342,                0.60241,                0.70649,                0.40847,                 1.2267,                0.60561,                0.98978,               0.003763,               0.003763,               0.003763
                    192,                 1.1604,                0.62076,                0.97106,                0.83454,                0.60113,                0.70645,                0.40894,                 1.2266,                0.60526,                0.98966,                0.00373,                0.00373,                0.00373
                    193,                 1.1572,                0.62016,                 0.9711,                0.83485,                0.60273,                0.70709,                 0.4096,                 1.2264,                0.60496,                0.98964,               0.003697,               0.003697,               0.003697
                    194,                 1.1658,                  0.622,                0.97299,                0.83439,                0.60356,                0.70791,                0.41009,                 1.2262,                0.60485,                0.98949,               0.003664,               0.003664,               0.003664
                    195,                 1.1634,                0.62141,                0.97026,                0.83477,                0.60272,                0.70765,                0.40974,                 1.2258,                0.60416,                0.98936,               0.003631,               0.003631,               0.003631
                    196,                 1.1583,                0.61951,                0.97041,                 0.8362,                0.60271,                 0.7078,                0.40989,                 1.2255,                0.60403,                0.98925,               0.003598,               0.003598,               0.003598
                    197,                 1.1606,                 0.6214,                0.97307,                 0.8303,                0.60472,                0.70791,                0.41455,                 1.2252,                0.60385,                0.98915,               0.003565,               0.003565,               0.003565
                    198,                  1.158,                0.61889,                0.97113,                 0.8313,                 0.6048,                0.70826,                0.41479,                 1.2249,                 0.6038,                0.98904,               0.003532,               0.003532,               0.003532
                    199,                 1.1577,                0.61866,                0.96886,                0.83125,                0.60471,                0.70828,                0.41487,                 1.2246,                0.60364,                0.98894,               0.003499,               0.003499,               0.003499
                    200,                 1.1563,                0.61745,                0.96825,                0.83404,                0.60682,                0.70899,                0.41511,                 1.2243,                0.60327,                0.98893,               0.003466,               0.003466,               0.003466
                    201,                  1.151,                0.61515,                 0.9659,                0.83251,                0.60789,                0.70867,                0.41501,                 1.2243,                0.60309,                0.98875,               0.003433,               0.003433,               0.003433
                    202,                 1.1515,                 0.6146,                0.96891,                 0.8324,                0.60905,                0.70948,                0.41604,                 1.2241,                0.60278,                0.98871,                 0.0034,                 0.0034,                 0.0034
                    203,                 1.1538,                0.61558,                 0.9688,                0.83303,                0.60931,                0.70983,                0.41613,                  1.224,                0.60246,                0.98869,               0.003367,               0.003367,               0.003367
                    204,                 1.1581,                0.61647,                0.97084,                0.83307,                0.61009,                0.70964,                0.41619,                 1.2237,                0.60243,                0.98858,               0.003334,               0.003334,               0.003334
                    205,                  1.154,                0.61676,                 0.9701,                0.83348,                0.60846,                0.71021,                0.41626,                 1.2234,                0.60214,                0.98859,               0.003301,               0.003301,               0.003301
                    206,                 1.1528,                0.61496,                 0.9691,                0.83413,                0.60863,                0.71046,                0.41675,                 1.2233,                0.60194,                0.98863,               0.003268,               0.003268,               0.003268
                    207,                 1.1502,                0.61245,                0.96585,                  0.832,                0.60997,                0.71088,                0.41699,                 1.2232,                 0.6018,                0.98859,               0.003235,               0.003235,               0.003235
                    208,                 1.1477,                0.61079,                0.96504,                0.83224,                0.60938,                0.71005,                0.41694,                 1.2226,                0.60123,                0.98844,               0.003202,               0.003202,               0.003202
                    209,                  1.148,                0.61262,                0.96727,                 0.8312,                 0.6101,                0.71018,                0.41746,                 1.2224,                0.60123,                0.98837,               0.003169,               0.003169,               0.003169
                    210,                 1.1501,                 0.6135,                0.96686,                0.83415,                0.60991,                0.71029,                0.41769,                 1.2223,                0.60098,                0.98826,               0.003136,               0.003136,               0.003136
                    211,                 1.1453,                 0.6107,                0.96541,                0.83358,                0.61007,                0.71075,                0.41754,                 1.2223,                0.60078,                0.98823,               0.003103,               0.003103,               0.003103
                    212,                 1.1456,                0.60895,                0.96601,                0.83482,                0.60943,                0.71033,                0.41793,                  1.222,                0.60066,                0.98818,                0.00307,                0.00307,                0.00307
                    213,                 1.1426,                0.61058,                0.96695,                0.83642,                0.60987,                0.71048,                0.41791,                 1.2219,                0.60045,                 0.9882,               0.003037,               0.003037,               0.003037
                    214,                 1.1428,                0.60828,                0.96593,                0.82854,                0.61196,                0.71014,                 0.4176,                 1.2214,                0.60058,                0.98804,               0.003004,               0.003004,               0.003004
                    215,                 1.1411,                0.60786,                0.96518,                 0.8305,                0.61112,                0.71034,                0.41734,                  1.221,                0.60061,                 0.9879,               0.002971,               0.002971,               0.002971
                    216,                  1.139,                0.60384,                0.96259,                0.83178,                0.61145,                0.70976,                0.41757,                 1.2209,                0.60035,                0.98799,               0.002938,               0.002938,               0.002938
                    217,                 1.1375,                0.60389,                0.96279,                0.83313,                0.61201,                0.71072,                0.41744,                 1.2207,                0.60015,                0.98787,               0.002905,               0.002905,               0.002905
                    218,                 1.1427,                0.60621,                0.96674,                0.83242,                0.61212,                0.71068,                0.41796,                 1.2203,                0.60013,                0.98782,               0.002872,               0.002872,               0.002872
                    219,                 1.1365,                0.60383,                0.96421,                0.83196,                0.61235,                0.71174,                0.41893,                 1.2202,                0.59991,                0.98786,               0.002839,               0.002839,               0.002839
                    220,                 1.1409,                0.60537,                0.96293,                0.83298,                0.61251,                0.71224,                0.41984,                   1.22,                0.60008,                0.98779,               0.002806,               0.002806,               0.002806
                    221,                 1.1409,                0.60532,                0.96557,                0.83276,                0.61328,                 0.7124,                0.41921,                 1.2196,                0.59949,                0.98775,               0.002773,               0.002773,               0.002773
                    222,                 1.1337,                0.60268,                0.96342,                0.83277,                0.61321,                0.71275,                0.41966,                 1.2196,                0.59969,                0.98776,                0.00274,                0.00274,                0.00274
                    223,                 1.1353,                0.60306,                0.96218,                0.83307,                0.61224,                0.71208,                0.41916,                 1.2194,                0.59927,                0.98754,               0.002707,               0.002707,               0.002707
                    224,                 1.1309,                0.59838,                0.95975,                0.83325,                0.61355,                0.71295,                 0.4193,                 1.2194,                0.59912,                0.98761,               0.002674,               0.002674,               0.002674
                    225,                 1.1329,                0.60085,                0.96311,                0.83343,                0.61352,                0.71248,                0.41887,                  1.219,                0.59864,                0.98737,               0.002641,               0.002641,               0.002641
                    226,                 1.1311,                0.59907,                 0.9603,                0.83391,                0.61336,                0.71288,                0.41915,                  1.219,                0.59876,                0.98742,               0.002608,               0.002608,               0.002608
                    227,                 1.1305,                0.59875,                0.96149,                0.83686,                0.61245,                0.71376,                0.41913,                 1.2184,                0.59858,                0.98729,               0.002575,               0.002575,               0.002575
                    228,                 1.1257,                0.59729,                0.96076,                0.83813,                0.61272,                0.71388,                0.41946,                 1.2185,                0.59864,                0.98731,               0.002542,               0.002542,               0.002542
                    229,                 1.1287,                0.59687,                 0.9618,                 0.8371,                0.61338,                0.71377,                0.41907,                 1.2182,                0.59823,                0.98732,               0.002509,               0.002509,               0.002509
                    230,                 1.1251,                0.59742,                0.95985,                0.83649,                0.61454,                0.71409,                0.41981,                 1.2181,                0.59815,                 0.9872,               0.002476,               0.002476,               0.002476
                    231,                 1.1264,                0.59601,                0.95979,                0.83633,                0.61582,                0.71483,                0.42037,                 1.2177,                0.59805,                0.98704,               0.002443,               0.002443,               0.002443
                    232,                 1.1279,                0.59761,                0.95886,                0.83709,                0.61616,                0.71442,                0.42053,                 1.2175,                0.59763,                0.98695,                0.00241,                0.00241,                0.00241
                    233,                 1.1211,                0.59192,                0.95774,                 0.8369,                0.61606,                0.71499,                0.42081,                 1.2172,                0.59757,                0.98694,               0.002377,               0.002377,               0.002377
                    234,                 1.1226,                0.59538,                0.95835,                0.83718,                0.61741,                0.71537,                0.42134,                 1.2171,                 0.5972,                0.98676,               0.002344,               0.002344,               0.002344
                    235,                 1.1208,                0.59024,                0.95785,                0.83794,                0.61614,                0.71451,                0.42117,                 1.2171,                0.59694,                0.98667,               0.002311,               0.002311,               0.002311
                    236,                 1.1193,                0.59283,                0.95783,                0.83922,                0.61714,                0.71545,                0.42158,                  1.217,                0.59693,                0.98661,               0.002278,               0.002278,               0.002278
                    237,                 1.1241,                0.59097,                0.95746,                 0.8387,                0.61818,                0.71513,                0.42145,                 1.2168,                0.59636,                0.98646,               0.002245,               0.002245,               0.002245
                    238,                 1.1209,                0.59128,                 0.9575,                0.83904,                0.61863,                0.71589,                0.42205,                 1.2168,                0.59621,                 0.9865,               0.002212,               0.002212,               0.002212
                    239,                 1.1218,                0.59391,                0.95704,                0.83813,                0.61946,                0.71589,                0.42232,                 1.2163,                0.59572,                0.98639,               0.002179,               0.002179,               0.002179
                    240,                 1.1166,                0.59046,                0.95731,                0.83813,                0.61984,                0.71628,                0.42221,                 1.2163,                0.59561,                0.98641,               0.002146,               0.002146,               0.002146
                    241,                 1.1184,                0.59026,                0.95844,                 0.8366,                0.61942,                0.71573,                0.42237,                  1.216,                0.59545,                0.98631,               0.002113,               0.002113,               0.002113
                    242,                 1.1159,                0.58849,                 0.9572,                0.83519,                0.62056,                0.71649,                0.42248,                 1.2159,                0.59542,                0.98632,                0.00208,                0.00208,                0.00208
                    243,                 1.1125,                0.58749,                0.95744,                0.83284,                 0.6215,                0.71592,                0.42222,                 1.2158,                0.59548,                0.98629,               0.002047,               0.002047,               0.002047
                    244,                 1.1123,                0.58412,                0.95729,                0.83197,                0.62211,                0.71625,                0.42228,                 1.2158,                0.59538,                0.98622,               0.002014,               0.002014,               0.002014
                    245,                 1.1138,                0.58753,                0.95534,                0.83236,                0.62132,                 0.7153,                0.42243,                 1.2157,                0.59536,                0.98618,               0.001981,               0.001981,               0.001981
                    246,                 1.1103,                0.58459,                0.95541,                0.83244,                0.62249,                0.71694,                0.42237,                 1.2154,                0.59546,                0.98609,               0.001948,               0.001948,               0.001948
                    247,                 1.1118,                0.58475,                0.95509,                0.83459,                0.62079,                0.71601,                0.42715,                 1.2152,                0.59507,                0.98599,               0.001915,               0.001915,               0.001915
                    248,                 1.1079,                0.58304,                 0.9537,                 0.8343,                0.62055,                0.71623,                0.42663,                 1.2147,                0.59508,                0.98589,               0.001882,               0.001882,               0.001882
                    249,                 1.1071,                0.58267,                0.95496,                0.83488,                0.62094,                 0.7172,                0.42693,                 1.2146,                0.59495,                0.98579,               0.001849,               0.001849,               0.001849
                    250,                 1.1104,                0.58389,                 0.9545,                0.83782,                0.62084,                0.71806,                0.42733,                 1.2145,                0.59465,                0.98569,               0.001816,               0.001816,               0.001816
                    251,                 1.1039,                0.57859,                0.95185,                0.83797,                0.62141,                0.71807,                0.42743,                 1.2143,                0.59418,                0.98551,               0.001783,               0.001783,               0.001783
                    252,                 1.1036,                0.58048,                0.95237,                0.83841,                 0.6215,                 0.7183,                0.42751,                 1.2142,                0.59389,                0.98551,                0.00175,                0.00175,                0.00175
                    253,                 1.1049,                0.58275,                0.95292,                0.84079,                0.62042,                0.71843,                0.42795,                 1.2141,                0.59397,                0.98537,               0.001717,               0.001717,               0.001717
                    254,                 1.1027,                0.58097,                0.95396,                0.84126,                0.61972,                0.71776,                0.42782,                 1.2139,                0.59355,                0.98535,               0.001684,               0.001684,               0.001684
                    255,                 1.1015,                 0.5806,                0.95091,                0.83976,                0.62056,                0.71852,                0.42828,                 1.2134,                0.59339,                0.98525,               0.001651,               0.001651,               0.001651
                    256,                 1.0969,                0.57781,                0.95123,                0.83876,                0.62194,                0.71962,                 0.4288,                 1.2132,                0.59309,                0.98518,               0.001618,               0.001618,               0.001618
                    257,                 1.0952,                0.57694,                0.95166,                0.83824,                 0.6233,                0.71967,                  0.428,                 1.2128,                0.59305,                0.98503,               0.001585,               0.001585,               0.001585
                    258,                 1.0999,                 0.5808,                0.95102,                0.83208,                0.62699,                0.71952,                0.42777,                 1.2126,                0.59287,                0.98496,               0.001552,               0.001552,               0.001552
                    259,                  1.097,                0.57706,                0.95158,                0.83122,                0.62766,                0.72006,                0.42811,                 1.2126,                 0.5928,                0.98492,               0.001519,               0.001519,               0.001519
                    260,                 1.0952,                0.57432,                0.94981,                0.82801,                0.62895,                0.71972,                0.42764,                 1.2128,                0.59252,                0.98496,               0.001486,               0.001486,               0.001486
                    261,                  1.093,                0.57404,                0.94978,                0.82838,                0.62905,                0.71959,                0.42785,                 1.2126,                0.59242,                0.98483,               0.001453,               0.001453,               0.001453
                    262,                 1.0933,                0.57376,                0.94864,                0.82944,                0.62858,                 0.7198,                0.42779,                 1.2124,                0.59197,                0.98482,                0.00142,                0.00142,                0.00142
                    263,                 1.0914,                0.57371,                0.94886,                0.82938,                0.62988,                 0.7202,                0.42862,                 1.2122,                0.59188,                0.98474,               0.001387,               0.001387,               0.001387
                    264,                 1.0943,                0.57213,                0.94945,                0.82876,                0.62957,                0.72029,                0.42849,                  1.212,                0.59175,                0.98464,               0.001354,               0.001354,               0.001354
                    265,                 1.0931,                0.57415,                 0.9503,                0.82702,                0.63076,                0.72053,                 0.4288,                 1.2118,                0.59168,                0.98453,               0.001321,               0.001321,               0.001321
                    266,                 1.0915,                0.57152,                0.94956,                0.82645,                0.63106,                0.72047,                0.42911,                 1.2116,                0.59149,                0.98444,               0.001288,               0.001288,               0.001288
                    267,                 1.0906,                 0.5712,                0.94856,                0.82783,                0.63063,                0.72058,                0.42934,                 1.2113,                0.59098,                 0.9844,               0.001255,               0.001255,               0.001255
                    268,                 1.0903,                0.57067,                0.94857,                0.82766,                0.63051,                 0.7207,                0.42999,                 1.2111,                0.59056,                0.98425,               0.001222,               0.001222,               0.001222
                    269,                 1.0838,                0.56774,                0.94725,                0.82826,                0.63105,                0.72151,                0.43025,                 1.2109,                 0.5901,                0.98413,               0.001189,               0.001189,               0.001189
                    270,                 1.0875,                0.56986,                0.94762,                0.82898,                0.63056,                 0.7214,                0.43023,                 1.2108,                0.59001,                0.98411,               0.001156,               0.001156,               0.001156
                    271,                 1.0892,                0.56986,                0.94845,                0.83029,                0.62951,                0.72094,                0.42974,                 1.2107,                0.58986,                 0.9841,               0.001123,               0.001123,               0.001123
                    272,                 1.0857,                0.56923,                0.94569,                0.83107,                0.62994,                0.72066,                0.42952,                 1.2107,                0.58968,                0.98399,                0.00109,                0.00109,                0.00109
                    273,                 1.0856,                 0.5684,                0.94713,                0.83199,                0.62991,                0.72123,                0.43016,                 1.2103,                0.58942,                0.98388,               0.001057,               0.001057,               0.001057
                    274,                   1.08,                0.56498,                0.94627,                0.83201,                0.62954,                0.72114,                0.42986,                 1.2099,                0.58939,                0.98375,               0.001024,               0.001024,               0.001024
                    275,                 1.0752,                0.56316,                0.94461,                0.74442,                0.67164,                0.72171,                0.42977,                 1.2098,                0.58943,                0.98374,               0.000991,               0.000991,               0.000991
                    276,                 1.0812,                0.56648,                0.94533,                0.74588,                0.67179,                0.72185,                0.43012,                 1.2095,                0.58918,                0.98368,               0.000958,               0.000958,               0.000958
                    277,                  1.078,                0.56377,                0.94567,                0.74689,                0.67124,                0.72187,                0.43066,                 1.2093,                0.58872,                0.98355,               0.000925,               0.000925,               0.000925
                    278,                 1.0712,                0.56054,                0.94374,                0.74573,                0.67135,                0.72179,                0.43117,                 1.2091,                0.58872,                0.98346,               0.000892,               0.000892,               0.000892
                    279,                 1.0753,                0.56312,                0.94509,                 0.7454,                0.67153,                0.72199,                0.43097,                 1.2089,                0.58861,                0.98331,               0.000859,               0.000859,               0.000859
                    280,                 1.0733,                0.55976,                0.94417,                0.74679,                0.71631,                0.72177,                0.43111,                 1.2086,                0.58829,                0.98319,               0.000826,               0.000826,               0.000826
                    281,                  1.073,                0.56152,                0.94397,                0.74517,                0.71657,                0.72209,                0.43102,                 1.2087,                0.58797,                0.98313,               0.000793,               0.000793,               0.000793
                    282,                 1.0747,                0.56021,                 0.9438,                  0.748,                0.71577,                0.72143,                0.43089,                 1.2085,                0.58783,                0.98318,                0.00076,                0.00076,                0.00076
                    283,                 1.0692,                0.55948,                0.94288,                0.74493,                0.71545,                0.72145,                0.43076,                 1.2081,                0.58746,                 0.9831,               0.000727,               0.000727,               0.000727
                    284,                   1.07,                0.55949,                0.94227,                0.74409,                0.71618,                0.72193,                 0.4313,                  1.208,                0.58725,                0.98298,               0.000694,               0.000694,               0.000694
                    285,                 1.0652,                0.55671,                0.94292,                0.74637,                 0.7146,                0.72195,                0.43119,                 1.2079,                0.58711,                0.98301,               0.000661,               0.000661,               0.000661
                    286,                 1.0696,                0.55795,                0.94164,                 0.7382,                0.71612,                0.72153,                0.43127,                 1.2076,                0.58661,                 0.9829,               0.000628,               0.000628,               0.000628
                    287,                 1.0674,                0.55649,                0.94224,                0.73474,                0.71582,                0.72169,                 0.4312,                 1.2076,                0.58669,                0.98289,               0.000595,               0.000595,               0.000595
                    288,                 1.0659,                0.55541,                0.94098,                0.73451,                0.71588,                0.72189,                 0.4311,                 1.2074,                0.58664,                0.98273,               0.000562,               0.000562,               0.000562
                    289,                 1.0656,                0.55554,                0.94152,                0.73528,                 0.7157,                0.72219,                0.43168,                 1.2071,                 0.5864,                0.98252,               0.000529,               0.000529,               0.000529
                    290,                  1.066,                 0.5542,                0.94147,                0.73324,                0.71536,                0.72192,                0.43157,                  1.207,                 0.5861,                 0.9825,               0.000496,               0.000496,               0.000496
                    291,                 1.0692,                0.53658,                0.94202,                0.73214,                 0.7157,                0.72226,                0.43202,                 1.2069,                0.58595,                0.98247,               0.000463,               0.000463,               0.000463
                    292,                 1.0557,                0.52789,                0.93956,                0.73146,                0.71599,                0.72323,                0.43188,                 1.2065,                0.58568,                0.98233,                0.00043,                0.00043,                0.00043
                    293,                 1.0554,                  0.529,                 0.9402,                 0.7304,                0.71494,                0.72219,                0.43215,                 1.2067,                0.58564,                0.98237,               0.000397,               0.000397,               0.000397
                    294,                 1.0476,                0.52452,                0.93625,                0.72874,                0.71505,                 0.7231,                0.43207,                 1.2065,                0.58546,                0.98227,               0.000364,               0.000364,               0.000364
                    295,                 1.0433,                0.52036,                0.93507,                 0.7259,                0.71563,                0.72323,                0.43125,                 1.2063,                0.58537,                0.98212,               0.000331,               0.000331,               0.000331
                    296,                 1.0444,                0.52095,                0.93602,                0.72631,                0.71553,                 0.7237,                0.43192,                 1.2062,                0.58512,                0.98201,               0.000298,               0.000298,               0.000298
                    297,                  1.041,                0.52076,                0.93593,                0.72636,                0.71503,                0.75329,                0.43486,                 1.2062,                0.58496,                0.98205,               0.000265,               0.000265,               0.000265
                    298,                 1.0384,                0.51894,                0.93429,                0.72864,                0.71419,                0.75351,                0.43445,                  1.206,                0.58497,                0.98198,               0.000232,               0.000232,               0.000232
                    299,                 1.0388,                0.51699,                0.93422,                0.72735,                0.71249,                0.75328,                0.43454,                 1.2058,                  0.585,                0.98186,               0.000199,               0.000199,               0.000199
                    300,                 1.0354,                0.51531,                0.93506,                0.72843,                0.71183,                0.75388,                0.43489,                 1.2057,                0.58466,                0.98187,               0.000166,               0.000166,               0.000166
